cust_num,date,inc_amt_usd
i98tWdtPTU0C2rhvD0wKylFktJ+O/lmCJALsQHDxx6s=,2024-01-31,21.06
1Bg9kLW9fXYcgtP5mWC6G1cQBTEVlZ7G8qQqaKyrdMg=,2024-01-31,109.29
lKJOrSbQu0fxe6NiMWnD5Hn8tyC+1hvKTeMXZLKOAyQ=,2024-01-31,29.22
swnf8cprF9K9LNG0rsNz+HqsUgTtyDXhmQvWVv5KPDM=,2024-01-31,396.19
HLdvaQBA//UKiSSzjWRUu0gSYtj8PIuYsii+qVNzDBA=,2024-01-31,228.42
nyFsgfeZyVv7XyIdU1IOnNMCHdp9vUHL5s7g6YRggoE=,2024-01-31,8.8
sLTsnpPM9gc1B5vrV2lsdn+RJ/CeYeN3MxFL2q56aTA=,2024-01-31,90.27
Rb7eoOWaT2oUY+80/ESSx6Prj/BE19W+RHiKtKK0zIw=,2024-01-31,47.31
YkJ7bEaq5BpdAKGij+9Oj7BXFkHk8oP6HR7GfIGBD7U=,2024-01-31,25.54
TOTiH+Svx0gVSRqjQJul2HVrQ0qlKvfO9mCfp51Ossc=,2024-01-31,21.09
1fVCY4RFOh+uLIuBB/r0DXhIPI+gR0PKbD5wUVY/jrg=,2024-01-31,208.72
AUD68itz7QEbeBZF68ivuv2/7/6uXl0Cs0JzcChi3cA=,2024-01-31,39.14
+ChF7YUtN1gBf1eIp6FSaUxqL0AZQOp80wveJ45jHQg=,2024-01-31,309.7
xQ5Z1MP4+X573tMOiSz3MFOI8xQpR+kKW3xBnDKw5CM=,2024-01-31,58.21
E2kp9jCtujWT5JRSLar5EutIJfUVot38yb5tMALClgc=,2024-01-31,71.68
ULh5jPV8Csxr6hGFMJEuGr17t9umlmBNR4SpW6Htp84=,2024-01-31,3.15
KlPhObmS5yULojNInqjTwZL/VK7pnTrRN5vZ6ox6q1g=,2024-01-31,222.07
5WHLQ11on3ZHPYrmebvMTuOvzyQEof3/1Nf3IpVpD9Y=,2024-01-31,82.15
B4p8XxCZ6JNMd85242RehInlNu6QD9MUGoWoHz2hJ30=,2024-01-31,42.5
m+hnfrtKz17pPpy2hZYhV241W/OhMRJeCJhFY6jp+Pw=,2024-01-31,159.16
mlJZqXiObbISOXhFDOyauEh8wXX7hWLO1VcDGvzerS0=,2024-01-31,216.55
6hI9xECpRGL4K9KQBDZyfbIdeaW/ekbt0ciIkzWT458=,2024-01-31,94.6
HiJCEEwtR0p4WGuXk4cjaObxshJ3IjzNmZQ3cc2xu2k=,2024-01-31,9.85
Q+S/z1xFBFbkdvjyAFnvqSYtEXDH04w2mwtRNvmhxDg=,2024-01-31,25.61
HDlnyqLYcFGxY2XCaKRjGvkdurXWNtteptwmnXk3vwY=,2024-01-31,9.49
rqfraiaOIeoRWoMA0QktUSFi1sbi7YsnQaCbaQqBtY4=,2024-01-31,300.56
yHMwu/+8sWwNd96ZaVGebHiccMYq5/w6JG/DdP/yY+M=,2024-01-31,246.35
bcRI7XpE1T1Cs7AnDiazJZ/6dZtpmqp0eAgc0xDk0No=,2024-01-31,5.16
WfXtxPKdoVmYgbVDsz8WrCB/ENfHe1c5D1zl+86DdNU=,2024-01-31,8.81
BQ/D4PoDMtdatxINt9oPT4nAvJ9kLpEwg+qGDRcuXLU=,2024-01-31,8.24
c48WRfTyZr290Xu3AOURODhPZQTv0advic14b+HjO3g=,2024-01-31,100.23
Oh11DAu5iJcEaKKSo/0RYpI32I2YY+lsL6eSyBu+Ua0=,2024-01-31,1137.64
PkwiJPCvTrg3m4Etudp22Oy13CpZlzQbUAqtlcOf32E=,2024-01-31,54.94
W16wrPJRMjjEsXyZ6Ust9mIOq1NmWJeODkQ+QpbGpsQ=,2024-01-31,30.32
UqBH/M1Hn74ZDdnDtJuwKzY5vvNr4L5ygqALmP6whpU=,2024-01-31,196.77
vaI+DnQlsItoZ3tjrSTHEpjkxJFNRtqLsdzwqXOBbsI=,2024-01-31,143.97
lnpd9SmK1ukV9fOK4YvFJpUqW2jHOgTHyRdVDyj4L1c=,2024-01-31,27.95
NKFjjj7KZnaOVJl7NBFsGKpZAQaxXvFiQXWX+qBloYE=,2024-01-31,65.23
jMonZX6qoB16HNVtbRWf+BVEP9sQzvgnjV7skOl8iqY=,2024-01-31,45.68
FuIyQ2RyxONkIo+Zk4uklphhwg8FdPuObVH7NXt+ziM=,2024-01-31,21.59
rr5JP/7eHaf7CpNUFv9lzPX6YzRYdfU5bF22DMO2w2w=,2024-01-31,10.43
qqaa526/ZTjpU7jR378GePiwZYFPxxdQSOMpN+ZZpV4=,2024-01-31,71.38
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2022-09-07,107.19
x6euXbZPH4dfq7UzwCJLIYPuYDL25RqMIMZHcglgGnQ=,2023-05-21,65.49
L4wZjTN9vxfjBYA3H5GIZta8amvX3MnQhpZwofRHZvs=,2023-05-21,120.38
5wwmcu89VkkcnxxxsYcZtYG61wsZ9gw3uP5gZgpbBXU=,2023-05-21,73.42
GuRkPOdLgySaCnG4RORxtlNVBcfNHyBj65byXgegmQQ=,2023-05-21,31.84
QJIkQEuJ/DNJHcPfnIGnm6vTfZHkxjwFqE+Mlj9apmU=,2023-05-21,159.78
KcEi3sLNw3fRvaWLyW5/vuFcQ/HLnLQ5Bm0RAf7rQw8=,2023-05-21,243.13
uaqJQWbAXtwRFsqzJOHz5pDNJUsRCoWFaWRMzBaxE6U=,2023-05-21,385.83
Q8BFomOpI0poCumc7LT7xiwO6Szd0dNV/I8nJOf46Yc=,2023-05-21,44.11
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2023-05-21,56.39
nqj/V7E6Cmf09QcLhhzBB6M2pjc3B642NWQJRrwkoAo=,2023-05-21,108.2
0UPvrNxusNPc6JMikkdTMQMTGjZVSiUDVHjDZIQ5Ka4=,2023-05-21,173.6
lCtCoj3Fa6M4u7pww9I9vToZbzkb4kquDgZD/LzLXEM=,2023-05-21,122.9
JbB3uej0B5MfS0Sp1R7c2hBQpqRThuOYt/eyEUBjMN0=,2023-05-21,135.76
MH0aSVrfDVmjJzXKLBJaMAV6ZZcDhBTIaH8l/XgWW1U=,2023-05-21,25.45
U5Rd1HV25uy11x+IceodNX+2A5tDQOnJ6xBuaKtyoqs=,2023-05-21,204.0
/5qcPodihC3i/Vtn9EKkPTWDG/18mrb37LWzgis2kWU=,2023-05-21,226.23
ua45auNlczmZ3DZ3nF3TrR85bpz9xrT9IcI3s78HnoQ=,2023-05-21,49.57
UoYepH+172VL1lRfog80u4tXoUrjZJ/7bZauC3+bjZE=,2023-05-21,328.89
+FhAcwm9tVj22AA56Tyd4Foy+pQt7i9vIIm3sizRk4Q=,2023-05-21,197.59
u7nNJ/WOl52qCkU2AV1hPPhC7l+Ob92tbG6r/ycghtA=,2023-05-21,29.51
kUKLvCxs7/SWyq0kqUvjcd1/IRbuXigjZUUGG166/HM=,2023-05-21,72.14
N30Q+UrfzWLZYRvlikiVebSiPuHgKp8ZW2QOs4JsRFg=,2023-05-21,159.74
ntsplKlEE2Y/nit4JOcs1mWbHznkCkaB+OBmZC7qD1o=,2023-05-21,37.79
pI1qZA1LwoB0zM50n5MYv54N+yi0Jjbn+NF4u/71M+U=,2023-05-21,865.63
Vv4ky9eFytbMMVb3vOWgvPlS0DBYFUOkIlhnRlI6los=,2023-05-21,29.78
p6xBT3fhUGjWpT0Ngn9Y7mdYXrFI0GiSeigtA5c5nT4=,2023-05-21,38.32
iYVyt2bxPRYDuVOf2RKY77MFEBZlMVCyh0mcmWGj5Ws=,2023-05-21,63.09
BEuJVooWy+hEo6LGIKC1Atjvu6rFgviZcMX73LYs1Wo=,2023-05-21,46.7
AeetgpoY+yDv8bmt8tWVIbOHMH98He/Gv4WgdF6GTIU=,2023-05-21,32.67
JkWhY3KWNPqfCJA45eKcA9LqG3hgW04LjuHYkWMQXb0=,2023-05-21,16.67
KkJ2RgKVArq0k0tTvwW9FbvGf7qVk8obAOdYchgzb2w=,2023-05-21,27.69
x/iGwVieq++T1Grg6tTpAxKEjRafviYIroHhi+xkKDw=,2023-05-21,67.9
CjG+cM0VS3ifUumSqYFt+474x2EArsNltvZUnqlJr9A=,2023-05-21,106.52
t5jfrLLaH1dSipvTNgscfP2uP/IMxzuJ9jBj3QPXdas=,2023-05-21,42.93
moGdPNpoGcXmU6pdRZa85mdVhKSjGNvgo5vxbNJ2uB0=,2023-05-21,36.14
mwICO7z3xLil0JlwrsSDZ25cOKVdu1o+09QZHu1j9o4=,2024-02-01,56.28
in+CUpzknfg5rH58Uaho8MXAm5auzx3mBuQ3zpNekTc=,2024-02-01,67.81
cAZaHwEDuVy+SPLah7othgHwUGo9T+onXEqVL23BfaA=,2024-02-01,15.69
4F9yGmPQ93y3sAM84XKKNHY9rOUQyLk5VTadvjljS5M=,2024-02-01,62.18
p9B9kprRNpbg/WS2CRq2434q2do4R6pyyEtCp+3LTP8=,2024-02-01,33.53
+j0smQHD4KAGymLhFIV80j7qlHLyZJ29CdtPBNoTN8Q=,2024-02-01,35.84
Jc1ZpPIWr+UYtTFtUIRJyq+7m7jjGp9ltl8r/fg2dzA=,2024-02-01,14.52
Yzp/FVKYrXJpWAQ0z2tISg4WWCMV8TU13atRhC45R2I=,2024-02-01,8.37
zwh8jDODnr3zMFoXttm3wy8ydqtm/Ny3cmpSA8JPxk8=,2024-02-01,6.93
bo+nla0bVIi52yN2Rp8mNKPAzg4FUHH4taOaAGmqdXc=,2024-02-01,706.86
tmGBIBVfsZGB1dRo37hVmcjAC78rD2c8DrRzSHeXrmk=,2024-02-01,24.41
FuIyQ2RyxONkIo+Zk4uklphhwg8FdPuObVH7NXt+ziM=,2024-02-01,19.24
yPj6+ImSG/J1WEd6EYDumQAZJ/o3JvCpvbBvdN9rgAw=,2024-02-01,11.08
ksPx7xYQIfvzdnwKYljN+31PPmTM83yeOv3LO9AUOhU=,2024-02-01,79.16
WfXtxPKdoVmYgbVDsz8WrCB/ENfHe1c5D1zl+86DdNU=,2024-02-01,33.68
PAiZYSPE1jOu/vMFvwk+2Ugej/NUn0aGcU4Q10dB15Q=,2024-02-01,15.56
SjlIQm5XQkDiV3F3fulkTaEg9a1yUmEZU6AhcBUEtPg=,2024-02-01,25.92
UqnLuw+Mhi6ub7tQli+vh3cXgj/3No426CRcn/AZl48=,2024-02-01,61.75
ivl6yKO2ctVX6qNuRbu0cE/iz3D8wl1NbMGciW4rkxA=,2024-02-01,52.92
X5K8XE5eukI/GhKmnQSq4iRe6ommURbBajD+ZxWIMX8=,2024-02-01,53.33
HfjSezCKYJJRalejB9IZ7VEHREbzsLemh30Wk0EUJOU=,2024-02-01,30.59
TBD5XiMB4ER6cSZSsPVxygdPctZDL9FHNkiR28SBLTI=,2024-02-01,187.94
RJUG6iMS6lCAQC1MtTEnSLupc6Ylrj9pHXNIeekbLfk=,2024-02-01,42.19
xbeImnWrtkIfY+FeMiQM7kVzVkELIHZCn0odVPl1RIc=,2024-02-01,32.03
X0Ga9fDbqlq3VHq5OQJNa1nT/evOORYku10Xhzg+QMs=,2024-02-01,18.12
rnAY3KDb/OSDmwiQfYidnBv6UJIF01AawTCkt14ku0g=,2024-02-01,35.96
IlOUZTxfNYiP/neq+yjZx1y49WWpzGrIhaerOr+Mtnw=,2024-02-01,83.41
kkWFni9xbUeUm3cIaXQ2xjaI4t/tXrOj32ZpJANCWwA=,2024-02-01,174.82
KAr5RtSDz4v4IfAu03/2ZIVqBlw4xqb/m+5NNHLU/ak=,2024-02-01,365.63
bypjLac/I4fNGxsVeFSH/ZnKIaAzVpbOIH065pUL2+8=,2024-02-01,22.58
XZ5LEYKWG1VrgcIGTsKuixgZS0QqI8yCxSPEosf/Nus=,2024-02-01,67.28
7FXPU7nzRAYMgfQgjfRWi3N4ekmwsPnu6xxSS/9Vp08=,2024-02-01,7.79
yRZNsf4xalsj1L49U1wbcDO1QVEkk+NGOQLXzgxSdJI=,2024-02-01,59.86
IvU+PK0WUTn8cLRmYr/RXWHELkNHm5Mehn6lVJE/Q+Q=,2024-02-01,32.33
RU4zo6p/4EUX840OqDw4fcG1n0epc3z/uJqCQ+wEYxk=,2024-02-01,329.38
zxXgqwS5z+53VE/ge1SQQIwxm6WkxrVwf3I7GduG20c=,2024-02-01,181.05
3qp3gYOhBR2KgYafBeIuIWnq4qKfU2858YPivISX0lg=,2024-02-01,54.61
ZBr6k9eLMXwQa4WgFy+jPhbm2GaNhovdPMxCgPSHOVU=,2024-02-01,10.91
DaAIAiuA4XvqiD60dxIN0Qbnlj7c1dd4zC1ppyK/RKk=,2024-02-01,152.48
mWuYA4EjJYSrmhyet46MzpoHppyzmwS8PgxfgDc0aps=,2024-02-01,35.14
6w1g47BudaizTUZon8vl2Scu3hb8oxh8bajZoOA1Wlc=,2024-02-01,34.68
WpjI2ZQL2FGHSYNLskv3sIvzqEzkf9cSUdyfRzVceXI=,2024-02-01,17.6
ZdLhzG4Twj6bPHA7z/I62Wt14ZUHb1mG6ffAI0S05QI=,2024-02-01,204.56
F8hrUpm1p/+O39LT/2R2MF7vLhwXX0YxP9aOK314anQ=,2024-02-01,157.37
IWGMdKS2G8v5RW8aJsJ/waRhwgFAqSLuBbx4MR65wm4=,2024-02-01,162.77
NkOBgxYYcWl9Dqem/15aT4L5BSeyX3En+m7GgWv699o=,2024-02-01,342.81
atlHf3dm4RVb7D9y0qLK2+SCnfIWQ295wNcZdxPJonM=,2024-02-01,112.62
+rPq51w4a626jw/epCtCKgT//mIy/iWvsAlK1fmLOBE=,2024-02-01,59.8
rywbwPkLcR/JNoCnZevAb89hmrJDBqJIGInmqt23B5k=,2024-02-01,81.87
TQ5wm0GMIWKfP5KiFnNJX6I++gXjv7RNWslfZxLL66M=,2024-02-01,4.49
hPThDeHLHFcGJqRUiXiydRBs0W7bCAKceZ3dfBp8t+I=,2024-02-01,3.69
jnAmvyMV5y5KsIJ+TyiuEg3q9hV/SiqYe/CvOymti+I=,2024-02-01,137.34
dS47I75fbbwBmXGZzPP/xfL9fUbmlRPXs210YmOwIjw=,2024-02-01,45.94
lOViJ0B0ON6K7UnseLRqWQZC5PSPFo6SnzYovDEyNX8=,2024-02-01,55.5
PxP/oz+qSYCApIQ8alc0aLdKKzJ5FR4yCrZjNhooHFc=,2024-02-01,24.48
crrRph/ZuYBTwHBN5O4/ddFlazGfjpiJUz8vyqThwBE=,2024-02-01,150.15
b4shrii3YHGi1SFOeVby3lEdKTCK+kvAJl1ChlJFeqM=,2024-02-01,9.83
3HsAaz8Qxg6FqTPQKtG3bL6vVpnFq6QQCtq8QuX1kkg=,2024-02-01,8.93
pxU7bzsntejsGBJGRVDjvdgdTVSddJin8MJrSY38bvU=,2024-02-01,23.83
i0Bp0TAKS/DBmn9oQzp6/Tgl48UD3wjbqNf+v0DrLo4=,2024-02-01,101.49
hVhV4FpdGnCN6vnPiBoosZqMHfQ1zvFkjcyQy6MHGwE=,2024-02-01,74.52
dgaoyEJ1mk7nXthwEKUcJ7hbviZkJ21y3m/m+nFk4u0=,2024-02-01,93.81
6hI9xECpRGL4K9KQBDZyfbIdeaW/ekbt0ciIkzWT458=,2024-02-01,35.09
C/HV7QkqKE+E+zmtE2JRe2enBtBr9m0UP99DwxoCkfY=,2024-02-01,135.85
XEcWgVufbkHbNSeIRhOkwI0XyjfVPZeR+CURLgBLgTs=,2024-02-01,523.68
N+rBPBOeSmvBQ15Pl9kNyxF5HvqXXz3b+W7jIMZyTmc=,2024-02-01,204.97
SdfICpRftdg/Ub6EP8hvx06GfqJJag06j71oMThjxKY=,2024-02-01,27.2
aiVFLjOn8B66cV55Y42vhKWhtHGvn3/IIlboR+OFFAE=,2024-02-01,24.54
F9xV3z2Xzfjur+laptEn2T0FC0q4itO/9csVVpJZW7Y=,2024-02-01,84.72
2UgXilQhWC/f+KJWCP6FOHZ6uv+jUo/8XSWYSUOt2p8=,2024-02-01,99.32
gSeMJ8cJ8b9+IppqEzqTiqoo2zhD7/dAGZnCZ1NE4q0=,2024-02-01,23.59
BD/YpXALZvLow9HkT+G7U5TuhIgonhUCK7sdj5oFLF0=,2024-02-01,36.15
wIKScSwWS7Vz23vwMNOsEKe42+6lLfR8/vbJ2gZiinY=,2024-02-01,34.68
gQCraCay39E4UKnaSznIVTbDo61lrugvGRv5aFOTRbA=,2024-02-01,152.07
/CZ8XPCOleA5Icj2sLPkJ14+oGbqp+y/Cd/YxTuui0U=,2024-02-01,1.26
9pqR0aN2TMs/H8wDDCRrZ0g1HKokskSgyZo6+R7PoRM=,2024-02-01,69.55
Dsz1jK6/JRqto3iqBfcGhKv0/HafLnYS6YJS492eePI=,2024-02-01,447.21
K7r1imGwYXv9GumxZ20JL9RloNseYUopL/IyEcJBgfc=,2024-02-01,296.17
l4qyJTLsBfJPeAUPrCR4PiTWNWcD18E8TTEorTG4qAc=,2024-02-01,240.98
tbRspxIoVz6PQuMm9JXAVB440mIXSBOjUp8LcaGFjAo=,2024-02-01,23.27
mEoVkVArHyAWFRJRQdMXKqVGTL9Mbj9hp2R2tyG+C+E=,2024-02-01,151.15
JPfV+26gGEGfCyOEMGy52froio1HJQhFRGJUjxdYcx0=,2024-02-01,32.92
F5PeAty5qyb0RilCS4FwYcFCssjOy7XwwhK/8nndZDA=,2024-02-01,32.16
fc6R4yqyQnIXk7Qsdv5K9f7+hvve/5gXmXDflGdDIXQ=,2024-02-01,10.53
3heS/1J5XBC0/7eOay+UwzCVA2w2vouY+f3JqL5Vb8o=,2024-02-01,269.07
ptdOGLGVtImBY15ijYmfwx9MUBClbuMZvVSWBaSsqbI=,2024-02-01,493.9
RWnRtABdR6/0hwYEkTGHOJu60D5YLbwWTySH8u/oeZ8=,2024-02-01,85.27
Bh77Mh2EcTbttnHLzzIN+fpkdcmy/J8HcMqVXqw/Lc4=,2024-02-01,15.55
/fLmYIqe1GcqMn4uPL9M3ALuoHai7oSzhZYbyVtluEw=,2024-02-01,3.52
i2mDoWkXNZoHbymHAyU2Rxjah3geyXhByIfcytAaF5Y=,2024-02-01,35.61
XgjJi1f5d2fPaBS5zx+vByBsVai/suY5/idX1Yqj5qE=,2024-02-01,15.76
uMMxm6bPZyMCSzEt01fF0vqOPEZjNzsWpR2HvM+gONU=,2024-02-01,372.85
5hwWL8qbSliFuCXniqidUJw4HnL02jkf5y8CXZxI+4E=,2024-02-01,64.43
7SvHlhKowoE+inPbdB4/qOKuih8XT+d4yPRmtpCo2xM=,2024-02-01,296.96
RoyxHGRh/I8DALN3aJ8pok2BPjPIuExK3FdieF+phwA=,2024-02-01,235.29
0RdI5DQIAPUdtLsUym/Fn524ydrnvg2vu+5ICD6GZMc=,2024-02-01,5.73
y6JZh55RQ+u6cXQQc0Y3T6TIKzZR97nQx7XSrw70k1Y=,2024-02-01,7.11
uO4uvlQrx9PHix8mavoRyzTmtVpYl9ze2GSFLkRJ4iA=,2024-02-01,120.29
eh4bxi9BT4HE+RTMJEganff50KYeat+VGdijPr28oQ8=,2024-02-01,250.08
LlupJW9Yony61dzStxuSB61of5jkt5JktsiZFaTvAOw=,2024-02-01,92.38
RnaTDIE70n6IazMLY5ChXDJiawJhYMmtx6lwvdJnlms=,2024-02-01,8.7
BwFMyGdyhoFwDflbEV7EjBeOrotyr4HcaCCCk/Rt01g=,2024-02-01,17.97
zUWQ7x1I5r2Nk3AbMSmvgt9kEsQ4/attmuBUvfWwURw=,2024-02-01,18.13
WdKKM0jvHDc+5gR8+2eUf2CGiBhCrZFp/YChVnmIdzE=,2024-02-01,37.95
tp+haTFtEcIYLbK6loxiAgLH3DgP4iRLx3fuzyCq50M=,2024-02-01,43.21
stGhBmAsJu7fCsbsEwFBkFiYynZFPGkbgaplbLxdvdE=,2024-02-01,81.33
AXq3QN9JmR9ZB6CsDT0Qq+Xmtj4KBAgeSslnR0qtTFQ=,2024-02-01,99.19
8ZRD6Xpo3h0TZXJl0f9WhEyim8gJyIMz0XT2YRV7DJI=,2024-02-01,83.6
2/6jHcyPNXAcum72ssu/RZdzWWLhgillelY5/aeQO88=,2024-02-01,28.5
eCWH52Mr9ZkNCOLHLOkDlrLwabod0HuooB/UmMJlriI=,2024-02-01,8.19
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2024-02-01,46.21
im4yPP7CcjreHlRNogsYZYz15s35K3dEf6liyj0uCPU=,2024-02-01,20.42
vPNqsXQzLwPNvGklDWxGzlMI3FLz1r5WpTwJ6mPZrMU=,2024-02-01,42.04
B6WxEhmdwqFYBUcYHgm4/iu0Wf/CXeDOtRQ07iGNhkk=,2024-02-01,114.11
tntoGukQs8AYL1QFvjSpfZYPx/UOPDZHmE0HZuu2o1Q=,2024-02-01,16.37
3+RF60cb9dlBjQMKxqePkYPHFiEZ4R8yF3nymjz87yA=,2024-02-01,1.95
xgGRTjyB/0h833BUhPvUMj4dm/5IFstvSF6ZmYzE3e0=,2024-02-01,117.64
GRbrkqohCdYCnU6dbI56pB4PhJvsvzd1XTaeOPaLnf0=,2024-02-01,52.57
FUdCVz73f4sxa9SXKXe+0QnaPgxBKaO42l0YTb2ZRwI=,2024-02-01,332.02
TIHru7bVc+SbwPWRs8S4SwYVVCW+yHmFvQgC2AfsQhA=,2024-02-01,1.77
Gh7EIHlhkzMYO8enOsZCv6LU5+kHvVbf6WdPQbkfbZ4=,2024-02-01,351.04
I3vDZNmxTC+xY5N/X1o+vFAuaJqBbO8r8cDrgqTOBL0=,2024-02-01,94.93
xw6qULwzS8EObl8sw42KDc31JF5bPe+i930/Rsrm1lc=,2024-02-01,166.14
TEl4xA3lGs2OVrvtwo1oKFctRMFnEJnW4KBoubLv7Ug=,2024-02-01,325.05
BEuJVooWy+hEo6LGIKC1Atjvu6rFgviZcMX73LYs1Wo=,2024-02-01,67.73
gvUdKmjYzp6lSCqatzCOUdjeifWnWKwG9ssl5EfDOZY=,2024-02-01,11.36
Z5JkO6TKIcQNx+A6DOegPeKsmsBPGX+FyZQE58vTo44=,2024-02-01,102.54
AWUwB0oOJuqijkz+sNLWp/ihHuIZPUyo+qslHYO6elE=,2024-02-01,48.87
z+ldi7lPatGTtY1wROlbqHJGOiyZhqeBA9WaDIMUcI4=,2024-02-01,134.88
UHzwCinW3staZCrtb0Xrkfin6dJU+RAebYUmb0tnyEY=,2024-02-01,69.75
yQk3ecl+R2vaRpGFKuSvWmA45vWBd6UkOF3LS0yX4r8=,2024-02-01,20.54
3uPnqLizLZjCREIdGw/fC4UdsP8zECLhjFjKZRo1ZCc=,2024-02-01,72.63
BGUdc2Br7ImVw02E8kjQDn/qbbDP+1sGnZTPXyreQcc=,2024-02-01,77.03
MQL54rYZKKqZkIsi60FZPjI7sW/8yiTZhN2HDGrkma0=,2024-02-01,61.75
Fq6QwFgDPaFBG/X56e+cs1WnaZYfI5q3/eqTYX/zBj8=,2024-02-01,245.01
8QxTcqmyDTwS+X3q/1LpmuFNURvW0ipZNa7LUy3DlKk=,2024-02-01,61.22
SNT+xg4McVKoLnNN2WjfU1ChoVv347zelRX6NDxIoGE=,2024-02-01,32.72
0d79wraR8ta2fgsvFcutXaP/ngJo23SFLKIHSILMUdU=,2024-02-01,31.3
MUi3k6oS33g7orWrGohEi2Q7cxqrutIbDBK08M3y4T8=,2024-02-01,4.37
s/887ZO21Npv6lX3Li5UCNiIHSF8X05wYD0yxg28GbY=,2024-02-01,90.16
UoFXwWS8e6Hg+UZCjrGrSHXWH6QtmsFGejNB8CpZ6tQ=,2024-02-01,31.03
XQuf+z3lRL+SWe+vKEvaY+Wb6SL9cjm0isWmTNIcx8s=,2024-02-01,29.25
sr8yV48wgkZh1+5GjGjddgu+hQAMH/p1EfnTFQGS9yM=,2024-02-01,15.26
1s1ScwuzshmkmiOx7ByGLcIUW5OqAnOa1BvfSZqF0mQ=,2024-02-01,106.5
ygG7Apn4O9sb6JmBIP0ZQmDuDeq3CqY4KURSZFtDUUw=,2024-02-01,8.22
UP/1IZFSJ851/7fCKr6/8R4kML7R/DRTDPCVrOP6OdM=,2024-02-01,53.24
kFZaRAg1oqo7sK1hCc3YGO1nFvpCkaIbTZcQIzF193s=,2024-02-01,127.67
tJaJ6P0JM6jq9u9q6ho54GCHtaa/w7i7EXXI7BkTslI=,2024-02-01,22.41
HsLqeM81gfDsRgrAcWGECP9Nxty9XY11/PlBUVEH4lQ=,2024-02-01,161.41
OWV9LVazej6TXo/Mzbq7QSleCuiZfyiN50kl6Gp4QKE=,2024-02-01,14.21
rz8hdLQUflfLva+oDPSdpv9TPq+WIsJX4dA00I97n1o=,2024-02-01,82.56
sEhNIxEikH9CBku3A+CocVVH2HoPXXM9o0tD8F1eBWs=,2024-02-01,107.5
vcYMp63aQEYYfRerJT3SAJX8i2+OdkKcpos9/ofZt1I=,2024-02-01,369.1
Em1EFs7b96hOb1MMMd4gsKWe0HGtxYC0mRwEzypgx0Q=,2024-02-01,218.33
eDEfUG8HxY+qcfsE3Ss7X/qKH4c6OmTWopHNh6stoq8=,2024-02-01,86.2
+wzI8InlAkNlIrfW3/YSAAcuzIeYF+ce5irJQiu9xY4=,2024-02-01,16.05
mEtYYdwo56B7R+SQpVcvmZ9NJOujHUBlLQSTCnSgtM8=,2024-02-01,10.36
6soY/bnaa2NXBPOhufN7R1VF3KOjdsY1gTtneDFUMKM=,2024-02-01,13.03
atJSsmAGQs5QimzUMMf0dXhXjTaV4PvbDFP3HTyLnkk=,2024-02-01,469.27
mtpg05O3I4sSKMptAF1VRExue0OTZRajsSI52l5bNOk=,2024-02-01,20.23
RYF2t87HUYTUMu8L0tzc4aU0pceTWdO/i43nDUVaZY4=,2024-02-01,119.39
eHnzJObv+Mh+6xffe2AiNaZ2HbzK8aK23sHaEoQzz7k=,2024-02-01,114.83
V0jIt/TF7+9vUbw4lq1fU+8+dQFsk05HW72H9EE4N4Y=,2024-02-01,22.27
wDUQ4hN/5Dov93hopqYTPVOzqbzvSjQOg24k9gEbA/w=,2024-02-01,39.46
QzaWZxkcajEdMXlaVGg3+b6Z4TpopQZKT6S9QuP2UAY=,2024-02-01,31.41
WKTwBwb0w4dHEPBSZSBLq/PBdj3C7xDDVghlJwPhndc=,2024-02-01,161.14
I8+ZmjsMNkEa3aDsbYW0bN+jTroq2uZR8C97Td8rPsg=,2024-02-01,74.71
I40fcnrjneVmxuJPgBDZfg0ywREduXJ5O1FYkFQ62Qw=,2024-02-01,139.78
fUCRPfP5J3ryePcVE1w0FAkQddr/6BNWR6tIhkDrvtU=,2024-02-01,60.36
0ShTv3fYqwtwHMlbPgofnwqlAuqL7uv9orAj+3LB3DA=,2024-02-01,63.18
SgXN0JTFOvbNDdyT0XIke3WjVoyV1o6cRWcYzaJjt54=,2024-02-01,59.54
P/0LclEJ7NfU8Sri2Uk0HgeKflnhZ3zM9/z1TwNPACg=,2024-02-01,10.74
59QrxXS64+eeEKQoBzezJ/3jR3kte38IoHWauPZPrDQ=,2024-02-01,51.57
1P+7Yrt2v66LZRHZGEw1eRxefjQxq246MlXk1NJ9Db8=,2024-02-01,4.9
dVDfzypt00AG6NIkXSjosKGIjS040wj6qHV+TUdugHs=,2024-02-01,80.47
rEUuMCBEpQ8Au7VUcczsqyPBG7U9b+cnlqhwK1BSQpM=,2024-02-01,297.15
QHJPpdsWyEXNmzykfxrpVZ05DlukBw0hQC1LywWQLfg=,2024-02-01,29.99
1OvPk3RGM4OQK3sdXSkc1ZUUm+YEGmMDWKisWCHBHN0=,2024-02-01,25.05
vTdgn225xflsomKHTWGKUDOIgceuriQP3tQSBZsm9c8=,2024-02-01,39.66
Fhv001Nw3KMAQU1MOehZPb4QdE2lXGDxtSj7H7h13u0=,2024-02-01,85.72
